publication_number,title
US-2007093968-A1,Selection of Genotyped transfusion donors by cross-matching genotyped recipients
US-2010176916-A1,Asset security system and associated methods for selectively granting access
US-10002701-B2,Profiling transformer of power system
US-8559315-B2,Communication network and method for operating a communication network
US-2015058842-A1,Sharing Resources Allocated to an Entitled Virtual Machine
US-10008116-B1,Vehicle presence detection system
US-2016188566-A1,Computer Automated Organization Glossary Generation Systems and Methods
US-9031663-B2,Genetic algorithm based auditory training
US-2013260799-A1,Method and Apparatus for Positioning Using Quasi-Fingerprinting
US-8023673-B2,Pitch perception in an auditory prosthesis
US-2010121755-A1,Commodity Futures Index and Methods and Systems of Trading in Futures Contracts That Minimize Turnover and Transactions Costs
US-2008046201-A1,Coriolis Flowmeter
US-2013077492-A1,Method for configuration of a load balancing algorithm in a network device
US-5287420-A,Method for image compression on a personal computer
US-9519040-B2,Methods and apparatus for phase correction in magnetic resonance imaging
US-9612249-B2,Reduction of false positive on reagent test devices
US-2009210878-A1,System and method for data management job planning and scheduling with finish time guarantee
US-9445095-B1,Compression of modified data captures for packets with encrypted or non-interesting content
US-2014270339-A1,Graphic data alteration to enhance online privacy
US-7088457-B1,Iterative least-squares wavefront estimation for general pupil shapes
US-2008062860-A1,Efficient joint detection
US-7903653-B2,Broadcast latency optimization in multihop wireless networks
US-9659380-B1,Object position tracking using motion estimation
US-2013246264-A1,Image authentication and security system and method
US-2002138792-A1,Information processing apparatus that can hold internal information
US-6291819-B1,Method of calibrating an electron beam system for lithography
US-10136189-B2,Method and system for re-aggregation and optimization of media
US-2008182139-A1,Algorithm for Online Adaptive Polarization Curve Estimation of a Fuel Cell Stack
US-8850441-B2,Lock control in multiple processor systems
US-9826541-B1,System and method for user-specific quality of service scheduling in wireless systems
US-2014156085-A1,Radiant heating controls and methods for an environmental control system
US-2014300630-A1,Background Removal Tool for a Presentation Application
US-8914095-B2,Method for generating a trigger signal by an EKG signal as well as an EKG measuring apparatus and a magnetic resonance device
US-10084965-B2,Omnidirectional high resolution tracking and recording apparatus and method
US-8315291-B2,Method and apparatus for generating scrambling codes
US-8654912-B2,MIMO transmitter with pooled adaptive digital filtering
US-8831427-B2,Dynamic data-rate adaptive signal processing method in a wireless infra-red data transfer system
US-2008270954-A1,System for and Method of Integrating Test Structures into an Integrated Circuit
US-5745361-A,Position control apparatus for machine tool with fuzzy compensator
US-2002054654-A1,Lossy compression of stakes in turbo decoder
US-2015319201-A1,Selectively providing content on a social networking system
US-2003065924-A1,Secure multimedia data transmission method
US-2014195470-A1,Large-scale human mobility pattern recognition
US-2017296823-A1,Pulse Generator System for Promoting Desynchronized Firing of Recruited Neural Populations
US-2016044002-A1,Data transmission method and apparatus
US-2016310096-A1,Systems and methods for estimating ischemia and blood flow characteristics from vessel geometry and physiology
US-9521399-B1,Dynamically reconfigurable optical pattern generator module useable with a system to rapidly reconstruct three-dimensional data
US-2016313203-A1,Dynamic pressure method of detecting flame on/off in gas turbine combusion cans for engine protection
US-6138025-A,Method for distributing paging load in a cellular wireless communication system and system within which such method is implemented
US-5887250-A,Mobile station having lock code based on secure value
US-2014000596-A1,Methods And Apparatus To Zero A Patient Trigger Sensor
US-2015333881-A1,Method for carrier aggregation transmission and apparatus for realizing carrier aggregation transmission
US-5771362-A,Processor having a bus interconnect which is dynamically reconfigurable in response to an instruction field
US-5347476-A,Instrumentation system with multiple sensor modules
US-2016078577-A1,Method and system for automating the accountability of service professionals via consumer education and rating
US-9613465-B1,Method for suturing 3D coordinate information and the device using the same
US-2017192122-A1,Identifying weighting material sag with pulsed neutron logs
US-6934813-B1,System and method for caching data based on identity of requestor
US-2013246072-A1,System and Method for Customized Voice Response
US-2007283326-A1,System for Defining and Evaluating Target Thresholds Against Performance Metrics
US-6556681-B2,Reconfigurable universal trainable transmitter
US-10192154-B2,"Information reproduction/I/O method using dot pattern, information reproduction device, mobile information I/O device, and electronic toy using dot pattern"
US-7729333-B2,User selection method in a zero-forcing beamforming algorithm
US-9483869-B2,Layered reconstruction for defocus and motion blur
US-2013013099-A1,Storage of respiratory produce
US-8054917-B2,Method and apparatus for advanced inter-carrier interference cancellation in orthogonal frequency division multiplexing (OFDM) channels
US-2017123395-A1,Resource Control System with Local Reallocation
US-2015220683-A1,Methods and apparatuses for creating a statistical average model of an enamel-dentine junction
US-6874680-B1,Remote updating method and apparatus
US-6415131-B1,DMA cellular radio system with a channel quality criterion
US-9733090-B2,Route planning
US-9342933-B2,Vehicle maintenance systems and methods
US-7948703-B1,Adaptive target optimization methods and systems for noise whitening based viterbi detectors
US-2015303558-A1,Antenna apparatus and software for emulating same
US-2018238246-A1,Engine control system and method based on fuel quality
US-7988293-B2,Method of qualifying light spots for optical measurements and measurement instrument employing method of qualifying light spots
US-6226559-B1,Method of providing real time machine control system particularly suited for a postage meter mailing machine
US-8018876-B2,Routing system and method with OSPF area zero split into a two level hierarchy for route calculation
US-9141736-B2,Method for power estimation for virtual prototyping models for semiconductors
US-2014073976-A1,Systems and methods for estimating ischemia and blood flow characteristics from vessel geometry and physiology
